Id,Wohngebiet,Nachbarschaft,Bedingung1,Bedingung2,Wohnungsklasse,Gebauedetyp,Wohnungsstil,Baujahr,Umbaujahr,Hausqualitaet,Hauszustand,Versorgung,Grundstuecksgroesse,Grundstuecksform,Gelaendekontur,Gelaendeneigung,Grundstueckanordnung,Strassenlaenge,Strassentyp,Fundament,Mauerwerktyp,Mauerwerkflaeche,Verkleidung1,Verkleidung2,Dachtyp,Dachmeterial,Aussenmaterialqualitaet,Aussenmaterialzustand,Kellerhoehe,Kellerzustand,Kellerbelichtung,Kellerbereich1,Kellerbereichgroesse1,Kellerbereich2,Kellerbereichgroesse2,KellerbereichgroesseNAu,KellerbereichgroesseGes,KellerVollbadezimmer,KellerHalbbadezimmer,OberirdischeWohnflaeche,1Stockflaeche,2Stockflaeche,GeringequalitaetFlaeche,OberirdischeRaueme,Funktionalitaet,OberirdischeVollbadezimmer,OberirdischeHalbbadezimmer,Schlafzimmer,Kuechen,KuechenQualitaet,Kamine,Kaminqualitaet,Heizung,Heizungsqualitaet,Klimalanlage,Elektrik,Holzdeckflaeche,OffeneVerandaflaeche,GeschlosseneVerandaflaeche,3JahreszeitenVerandaflaeche,AbgeschirmteVerandaflaeche,Poolflaeche,Poolqualitaet,Zaunqualitaet,Garagentyp,Garagenbaujahr,Garageninnenausbau,Garagenautos,Garagenflaeche,Garagenqualitaet,Garagenzustand,EinfahrtGepflastert,Sondermerkmal,SondermerkmalWert,Verkaufsmonat,Verkaufsjahr,Verkaufstyp,Verkaufsbedingung,Verkaufspreis
40,WN,Sachsen,Norm,Norm,85,1Fam,GFoy,1994,1994,5,5,EGWA,666.0,UR1,Ebn,San,SG,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Gu,Ty,Du,SQ,9.36,DWR,86.04,0.0,95.4,1.0,0.0,101.34,101.34,0.0,0.0,5,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,16.02,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1994.0,NAu,2.0,45.54,Du,Du,J,Keine,0.0,3,2018,GarK,Normal,129200.0
41,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1980,1980,6,7,EGWA,1163.25,UR1,Ebn,San,Eck,20.684476534296028,Pfla,BetonSte,Kein,0.0,ZiegMau,Sperrho,Giebel,VerbSch,Du,Du,Ty,Ty,Mn,UWR,77.85,NAu,0.0,30.6,108.45,0.0,0.0,190.53,190.53,0.0,0.0,7,Typ,2,1,4,1,Du,2,Gu,GasWO,Ag,J,SLSRo,0.0,3.78,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1980.0,Aus,2.0,49.5,Du,Du,J,Keine,0.0,5,2018,GarK,Normal,201875.0
42,WN,Hochsch,Norm,Norm,20,1Fam,1Sto,1987,2014,5,8,EGWA,1371.6,UR1,Ebn,San,2St,11.4,Pfla,BetonSte,Kein,0.0,Zement,Zement,Giebel,VerbSch,Gu,Gu,Gu,Ty,Ke,GWR,17.82,DAR,61.92,12.6,92.34,1.0,0.0,92.34,92.34,0.0,0.0,5,Typ,1,1,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,28.44,7.65,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Verbund,1987.0,NAu,1.0,27.72,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,127500.0
43,D,Schwanh,Norm,Norm,160,StHAb,2Sto,2009,2009,7,5,EGWA,205.2,Reg,Ebn,San,Inn,7.2,Pfla,BetonGeg,ZiegGla,32.4,Metall,Metall,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,DWR,49.41,NAu,0.0,17.55,66.96,0.0,0.0,135.09,68.13,66.96,0.0,6,Typ,2,1,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2009.0,NAu,2.0,39.6,Du,Du,J,Keine,0.0,8,2018,GarK,Normal,152490.0
44,WN,Sossenh,Norm,Norm,20,1Fam,1Sto,2018,2018,7,5,EGWA,1070.64,UR1,Ebn,San,Eck,26.4,Pfla,BetonGeg,Stein,5.4,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,7.02,NAu,0.0,113.22,120.24,1.0,0.0,121.14,121.14,0.0,0.0,6,Typ,2,0,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,9.0,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2018.0,Aus,3.0,59.4,Du,Du,J,Keine,0.0,5,2020,GarK,Normal,187000.0
45,WM,Bockenh,Norm,Norm,160,StHAb,2Sto,1981,1981,6,5,EGWA,151.2,Reg,Ebn,San,Inn,6.3,Pfla,BetonSte,ZiegGla,20.88,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DWR,34.83,NAu,0.0,8.64,43.47,0.0,0.0,88.83,43.47,45.36,0.0,4,Typ,1,1,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1981.0,NAu,1.0,23.76,Du,Du,J,Keine,0.0,7,2018,GeBU,Abnormal,72590.0
46,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1969,1969,6,5,EGWA,902.88,Reg,Ebn,San,Inn,24.0,Pfla,BetonSte,Stein,38.88,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,66.06,NAu,0.0,45.9,111.96,1.0,0.0,142.2,142.2,0.0,0.0,6,Typ,1,1,3,1,Du,2,Gu,GasWO,Ag,J,SLSRo,0.0,2.52,0.0,0.0,14.4,0.0,KeinPool,GuHol,Verbund,1966.0,NAu,2.0,39.6,Du,Du,J,Keine,0.0,6,2020,GarK,Normal,135575.0
47,WM,Bornhei,Norm,Norm,30,1Fam,1Sto,1955,2005,5,6,EGWA,550.8,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,Kein,0.0,Sperrho,Sperrho,Giebel,VerbSch,Du,Gu,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,72.72,72.72,0.0,0.0,6,Ger2,1,0,1,1,Du,0,KeineKamine,GasWO,Gu,N,SLSRo,0.0,4.32,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1935.0,NAu,1.0,14.76,Du,Du,P,Keine,0.0,6,2018,GarK,Normal,69105.0
48,WN,Schwanh,EbNA,Norm,20,1Fam,1Sto,2017,2017,8,5,EGWA,1373.04,UR1,Ebn,San,SG,14.7,Pfla,BetonGeg,Stein,7.56,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Gu,GWR,83.61,NAu,0.0,50.04,133.65,1.0,0.0,131.76,131.76,0.0,0.0,6,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,15.12,14.4,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,NAu,3.0,67.86,Du,Du,J,Keine,0.0,8,2017,GarK,Normal,240483.7
49,WN,Dornbus,Norm,Norm,70,1Fam,2Sto,1950,1960,7,7,EGWA,2168.1,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,Kein,0.0,Metall,Metall,Giebel,VerbSch,Du,Gu,Ty,Ty,Mn,NAu,0.0,NAu,0.0,92.88,92.88,0.0,0.0,216.27,108.63,107.64,0.0,10,Typ,2,0,4,1,Du,2,Du,GasWO,Ag,J,SLSRo,5.04,0.0,28.62,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1950.0,NAu,1.0,31.41,Du,Du,J,Keine,0.0,6,2020,GeBU,Normal,207740.0
50,WN,Riederw,Norm,Norm,30,1Fam,1Sto,1940,1960,6,5,EGWA,566.28,Reg,Erh,San,Inn,15.6,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Gu,Ty,Mn,DAR,34.56,NAu,0.0,34.56,69.12,0.0,0.0,71.1,71.1,0.0,0.0,4,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Du,N,SLSRo,0.0,12.69,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1935.0,NAu,1.0,14.4,Ar,Du,J,Keine,0.0,4,2018,GarK,Normal,77350.0
51,WN,Höchst,Norm,Norm,90,DopH,1Sto,1967,1967,5,5,EGWA,1119.24,Reg,Ebn,San,Inn,22.8,Pfla,BetonSte,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,164.16,164.16,0.0,0.0,164.16,164.16,0.0,0.0,9,Typ,2,0,5,2,Du,0,KeineKamine,GasWO,Ar,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1968.0,NAu,2.0,43.56,Du,Du,J,Keine,0.0,1,2018,GarK,Normal,124100.0
52,WN,Altstad,Haup,Haup,190,2FamU,2Sto,1910,1980,3,5,EGWA,955.35,UR1,Erh,Mit,Eck,32.1,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ar,Ty,Mn,UWR,39.6,NAu,0.0,48.42,88.02,1.0,0.0,152.91,91.26,61.65,0.0,7,Typ,2,0,3,2,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,6.66,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,CarPort,1930.0,NAu,2.0,37.8,Ar,Ar,J,Keine,0.0,8,2019,GarK,Abnormal,80750.0
53,WN,Sachsen,Zubr,Norm,190,2FamU,1Sto,1930,1960,5,4,EGWA,1161.0,Reg,Ebn,San,Inn,18.0,Pfla,BetonGeg,Kein,0.0,ZiegMau,Stuck,Giebel,VerbSch,Du,Du,Ty,Ar,Ke,UWR,117.0,NAu,0.0,0.0,117.0,1.0,0.0,102.6,102.6,0.0,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ar,J,SLSRo,0.0,0.0,17.1,0.0,0.0,0.0,KeinPool,KeinZaun,CarPort,1930.0,NAu,2.0,36.0,Du,Du,J,Keine,0.0,1,2018,GarK,Zuweis,81209.85
54,WM,Wiesend,Norm,Norm,160,StHAb,2Sto,1982,1982,4,4,EGWA,133.56,Reg,Ebn,San,Inn,6.3,Pfla,BetonSte,Kein,0.0,Zement,Zement,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,22.68,NAu,0.0,26.46,49.14,0.0,0.0,98.28,49.14,49.14,0.0,5,Typ,1,1,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1982.0,NAu,1.0,22.77,Du,Ar,J,Keine,0.0,5,2016,GarK,Normal,67490.0
55,WN,Nordend,EbNA,Norm,20,1Fam,1Sto,2008,2009,7,5,EGWA,912.6,Reg,Ebn,San,Inn,23.4,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Ag,Ty,Ke,SQ,12.96,GWR,101.43,34.11,148.5,1.0,0.0,151.2,151.2,0.0,0.0,7,Gro1,2,0,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,7.02,6.57,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2008.0,Aus,2.0,52.47,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,181262.5
56,WN,Höchst,Zubr,Norm,20,1Fam,1Sto,1963,1963,6,4,EGWA,1094.4,Reg,Ebn,San,Inn,38.4,Pfla,BetonSte,ZiegGla,8.1,Holz,Holz,Walm,VerbSch,Du,Du,Ty,Ty,Ke,UWR,92.16,NAu,0.0,43.29,135.45,1.0,0.0,135.45,135.45,0.0,0.0,6,Typ,1,0,2,1,Du,1,Du,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,14.58,0.0,0.0,KeinPool,KeinZaun,Verbund,1963.0,GAu,2.0,45.45,Du,Du,J,Keine,0.0,2,2019,GarK,Normal,127075.0
57,WN,Westend,Norm,Norm,60,1Fam,2Sto,2005,2005,8,5,EGWA,884.52,UR1,Ebn,San,Inn,24.0,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,52.56,NAu,0.0,48.96,101.52,0.0,0.0,181.8,102.78,79.02,0.0,8,Typ,2,1,3,1,Gu,1,Du,GasWO,Ag,J,SLSRo,0.0,13.95,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2005.0,GAu,2.0,41.94,Du,Du,J,Keine,0.0,6,2019,GarK,Normal,203575.0
58,WN,Nied,Norm,Norm,60,1Fam,2Sto,2015,2015,8,5,EGWA,921.6,Reg,Ebn,San,Inn,24.0,Pfla,BetonGeg,ZiegGla,16.02,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,NAu,0.0,NAu,0.0,92.7,92.7,0.0,0.0,188.82,93.42,95.4,0.0,8,Typ,2,1,3,1,Ag,1,Gu,GasWO,Gu,J,SLSRo,17.28,4.68,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2015.0,GAu,3.0,79.02,Du,Du,J,Keine,0.0,3,2016,GarK,Normal,234175.0
59,WN,Hochsch,Norm,Norm,60,1Fam,2Sto,2010,2010,7,5,EGWA,809.82,UR1,Ebn,San,Inn,20.4,Pfla,BetonGeg,ZiegGla,10.8,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,47.43,NAu,0.0,22.95,70.38,0.0,0.0,148.68,70.38,78.3,0.0,6,Typ,2,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,6.3,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2010.0,GAu,2.0,47.88,Du,Du,J,Keine,0.0,6,2018,GarK,Normal,176375.0
60,WN,Nied,Norm,Norm,60,1Fam,2Sto,2017,2017,8,5,EGWA,1131.12,Reg,Ebn,San,Inn,20.684476534296028,Pfla,BetonGeg,Stein,22.14,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Ag,Ty,Du,GWR,60.21,NAu,0.0,20.34,80.55,1.0,0.0,163.62,80.55,83.07,0.0,8,Typ,2,1,3,1,Ag,1,Gu,GasWO,Ag,J,SLSRo,17.64,9.36,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2017.0,Aus,3.0,69.66,Du,Du,J,Keine,0.0,8,2017,Neu,Unfertig,239275.0
61,WM,Bornhei,Zubr,Norm,50,1Fam,1.5V,1930,2007,5,7,EGWA,496.8,UR1,Ebn,San,2St,18.0,Pfla,ZiegFli,Kein,0.0,AsbeSch,AsbeSch,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,DWR,6.12,NAu,0.0,44.73,50.85,1.0,0.0,109.44,50.85,58.59,0.0,6,Typ,1,0,3,1,Du,1,Gu,GasWO,Du,J,SLSRo,0.0,0.0,16.2,0.0,0.0,0.0,KeinPool,MnPrv,Eingeb,1930.0,GAu,1.0,31.95,Ar,Du,J,Keine,0.0,4,2018,GarK,Normal,97750.0
62,WM,Altstad,Haup,Norm,50,1Fam,1.5V,1958,2015,5,7,EGWA,826.56,Reg,Ebn,San,Inn,17.1,Pfla,ZiegFli,Kein,0.0,HolzSch,HolzSch,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,70.2,70.2,0.0,0.0,119.07,85.32,33.75,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1958.0,NAu,2.0,36.0,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,104210.0
63,WN,Gallus,Norm,Norm,50,1Fam,1.5V,1930,1960,4,5,EGWA,679.5,Reg,Ebn,San,Inn,15.0,Pfla,ZiegFli,Kein,0.0,Metall,Metall,GiebelS,VerbSch,Ar,Ar,Ty,Ar,Ke,NAu,0.0,NAu,0.0,85.59,85.59,0.0,0.0,122.58,88.74,33.84,0.0,7,Typ,2,0,4,1,Du,0,KeineKamine,GasWD,Ar,N,SLSRo,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,MnPrv,Abgetr,1930.0,NAu,1.0,25.2,Ar,Du,P,Keine,0.0,3,2017,GarK,Normal,81600.0
64,WN,Dornbus,Zubr,Norm,60,1Fam,2Sto,2002,2002,6,5,EGWA,4779.63,UR2,Snk,Mit,Eck,20.684476534296028,Pfla,BetonGeg,Kein,0.0,Hartfas,Hartfas,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,88.65,NAu,0.0,53.55,142.2,1.0,0.0,175.77,97.11,78.66,0.0,9,Typ,2,1,3,1,Gu,2,Ar,GasWO,Ag,J,SLSRo,19.44,20.79,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2002.0,Aus,2.0,45.09,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,204000.0
65,WM,Bockenh,Norm,Norm,160,StHAb,2Sto,1983,1983,6,5,EGWA,175.77,Reg,Ebn,San,Inn,6.3,Pfla,BetonSte,ZiegGla,36.72,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Ty,Ar,Ke,UWR,27.81,NAu,0.0,15.66,43.47,0.0,0.0,88.83,43.47,45.36,0.0,5,Typ,1,1,2,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,6.48,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,1983.0,NAu,1.0,23.76,Du,Du,J,Keine,0.0,6,2016,GarK,Normal,70550.0
66,WN,Hausen,Haup,Norm,20,1Fam,1Sto,1964,1964,5,5,EGWA,1957.5,Reg,Hng,Mit,Inn,30.0,Pfla,BetonSte,Kein,0.0,Hartfas,Hartfas,Walm,VerbSch,Du,Du,Ty,Ty,Ke,NAu,0.0,NAu,0.0,88.92,88.92,0.0,0.0,88.92,88.92,0.0,0.0,4,Typ,1,0,2,1,Du,0,KeineKamine,GasWO,Ag,J,SichDu,0.0,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1964.0,GAu,2.0,46.8,Du,Du,N,Keine,0.0,2,2018,GarK,Normal,96050.0
67,D,Schwanh,Norm,Norm,20,1Fam,1Sto,2019,2019,8,5,EGWA,777.6,Reg,Ebn,San,Inn,21.6,Pfla,BetonGeg,Stein,6.48,Zement,Zement,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,84.24,NAu,0.0,32.76,117.0,1.0,0.0,118.26,118.26,0.0,0.0,6,Typ,2,0,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,12.15,10.08,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2019.0,GAu,2.0,49.68,Du,Du,J,Keine,0.0,9,2019,Neu,Unfertig,195037.6
68,WN,Ginnhei,EbNA,Norm,60,1Fam,2Sto,2015,2015,5,5,EGWA,1973.7,IR3,Ebn,San,Inn,18.0,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Gu,Du,NAu,0.0,NAu,0.0,65.88,65.88,0.0,0.0,165.42,66.06,99.36,0.0,7,Typ,2,1,4,1,Du,1,Gu,GasWO,Ag,J,SLSRo,9.0,3.6,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Eingeb,2015.0,Aus,2.0,33.48,Du,Du,J,Keine,0.0,7,2016,GarK,Normal,163319.0
69,WN,Höchst,Norm,Norm,80,1Fam,GSto,1977,1977,5,5,EGWA,877.5,Reg,Ebn,San,Inn,22.5,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Ty,Ty,Du,DWR,36.0,DAR,43.2,9.0,88.2,0.0,0.0,88.2,88.2,0.0,0.0,6,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,6.12,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1977.0,Aus,1.0,34.56,Du,Du,J,Keine,0.0,10,2016,GarK,Normal,115175.0
70,WM,Altstad,Norm,Norm,190,2FamU,1.5V,1915,2010,6,7,EGWA,972.0,Reg,Ebn,San,Inn,18.0,Pfla,ZiegFli,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,Ar,Ty,Ke,NAu,0.0,NAu,0.0,43.38,43.38,0.0,0.0,172.08,109.89,62.19,0.0,7,Typ,2,0,3,2,Du,1,Du,GasWO,Ag,N,SLSRo,0.0,2.25,19.08,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2013.0,NAu,2.0,60.48,Gu,Du,J,Keine,0.0,4,2018,GarK,Normal,138550.0
71,D,Schwanh,Norm,Norm,160,StHAb,2Sto,2009,2009,7,5,EGWA,336.15,Reg,Ebn,San,3St,10.5,Pfla,BetonGeg,ZiegGla,19.62,Metall,Metall,Walm,VerbSch,Gu,Du,Gu,Ty,Ke,GWR,40.5,NAu,0.0,21.69,62.19,1.0,0.0,130.68,64.17,66.51,0.0,6,Typ,2,1,3,1,Gu,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,3.06,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Abgetr,2009.0,NAu,2.0,45.54,Du,Du,J,Keine,0.0,3,2016,GarK,Normal,156315.0
72,WM,Eckenhe,Norm,Norm,120,StHAb,1Sto,2016,2017,8,5,EGWA,427.5,UR1,Hng,Mit,Inn,13.2,Pfla,BetonGeg,Stein,43.29,Vinyl,Vinyl,Walm,VerbSch,Gu,Du,Gu,Ty,Gu,GWR,141.57,NAu,0.0,0.0,141.57,1.0,1.0,146.25,146.25,0.0,0.0,5,Typ,2,0,2,1,Gu,1,Gu,GasWO,Ag,J,SLSRo,11.07,0.0,0.0,0.0,13.77,0.0,KeinPool,KeinZaun,Verbund,2016.0,Aus,2.0,48.42,Du,Du,J,Keine,0.0,12,2017,GarK,Familie,199750.0
73,WN,Nordend,Norm,Norm,20,1Fam,1Sto,1993,1993,7,7,EGWA,974.25,UR1,Ebn,San,Inn,20.684476534296028,Pfla,BetonSte,ZiegGla,15.66,HolzSch,Sperrho,Giebel,VerbSch,Gu,Du,Gu,Ty,Mn,GWR,67.23,NAu,0.0,46.17,113.4,1.0,0.0,113.4,113.4,0.0,0.0,6,Typ,2,0,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,13.68,0.0,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,1993.0,NAu,2.0,53.82,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,154615.0
74,WN,Kalbach,Norm,Norm,60,1Fam,2Sto,2004,2005,8,5,EGWA,1103.04,UR1,Ebn,San,Eck,29.4,Pfla,BetonGeg,ZiegGla,32.58,Hartfas,Hartfas,Giebel,VerbSch,Gu,Du,Ag,Ty,Du,GWR,92.88,NAu,0.0,38.79,131.67,1.0,0.0,235.98,135.0,100.98,0.0,9,Typ,2,1,3,1,Gu,2,Du,GasWO,Ag,J,SLSRo,16.74,2.88,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2004.0,GAu,2.0,64.08,Du,Du,J,Keine,0.0,4,2020,GarK,Normal,276250.0
75,WN,Kalbach,Norm,Norm,20,1Fam,1Sto,2008,2008,8,5,EGWA,1050.75,UR1,Ebn,San,Inn,40.8,Pfla,BetonGeg,ZiegGla,44.55,Vinyl,Vinyl,Giebel,VerbSch,Gu,Du,Gu,Ty,Du,GWR,149.4,NAu,0.0,28.98,178.38,1.0,0.0,180.54,180.54,0.0,0.0,5,Typ,2,0,2,1,Gu,1,Du,GasWO,Ag,J,SLSRo,12.96,2.97,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,Verbund,2008.0,Aus,3.0,84.42,Du,Du,J,Keine,0.0,7,2018,GarK,Normal,297500.0
76,WN,Hausen,Zubr,Norm,20,1Fam,1Sto,2017,2017,5,5,EGWA,756.18,Reg,Ebn,San,Inn,21.0,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Du,Gu,Ty,Ke,DWR,18.54,NAu,0.0,82.26,100.8,0.0,0.0,100.8,100.8,0.0,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Ag,J,SLSRo,0.0,2.7,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,KeineGarage,0.0,KeineGarage,0.0,0.0,KeineGarage,KeineGarage,J,Keine,0.0,12,2017,Neu,Unfertig,124950.0
77,WN,Hausen,Norm,Norm,85,1Fam,GFoy,1974,1974,4,5,EGWA,1272.33,Reg,Ebn,San,Eck,45.0,Pfla,BetonSte,ZiegGla,8.82,Hartfas,Hartfas,Giebel,VerbSch,Du,Du,Gu,Ty,Du,DWR,77.85,SQ,22.23,7.92,108.0,1.0,0.0,108.0,108.0,0.0,0.0,6,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,0.0,10.71,0.0,0.0,15.39,0.0,KeinPool,KeinZaun,2Typen,1974.0,Aus,3.0,76.5,Du,Du,J,Keine,0.0,11,2018,VerA,Normal,147050.0
78,WN,Eckenhe,Norm,Norm,20,1Fam,1Sto,1961,1961,5,5,EGWA,1179.72,UR2,Hng,San,Inn,37.8,Pfla,BetonSte,Kein,0.0,Holz,Holz,Giebel,VerbSch,Du,Du,KeinKeller,KeinKeller,KeinKeller,KeinKeller,0.0,KeinKeller,0.0,0.0,0.0,0.0,0.0,110.34,110.34,0.0,0.0,7,Ger1,1,1,2,1,Du,1,Gu,GasWO,Ar,J,SLSRo,15.66,2.16,10.8,0.0,20.52,0.0,KeinPool,KeinZaun,Verbund,1961.0,Aus,2.0,36.0,Du,Du,J,Keine,0.0,6,2017,GarK,Normal,130475.0
79,WN,Hausen,Norm,Norm,20,1Fam,1Sto,2004,2005,8,5,EGWA,890.28,Reg,Ebn,Mit,Inn,22.8,Pfla,BetonGeg,Kein,0.0,Vinyl,Vinyl,Walm,VerbSch,Gu,Gu,Gu,Gu,Gu,GWR,120.69,SQ,25.56,4.86,151.11,1.0,1.0,162.27,162.27,0.0,0.0,6,Typ,2,1,3,1,Gu,2,Du,GasWO,Ag,J,SLSRo,11.61,5.76,19.98,0.0,0.0,0.0,KeinPool,GuHol,Verbund,2004.0,NAu,2.0,43.38,Du,Du,J,Keine,0.0,2,2020,GarK,Normal,242250.0
80,WM,Wiesend,Norm,Norm,160,StHAb,2Sto,1980,1980,4,5,EGWA,170.46,Reg,Ebn,San,Inn,6.3,Pfla,BetonSte,Kein,0.0,Zement,Zement,Giebel,VerbSch,Du,Du,Ty,Ty,Ke,DAR,22.68,NAu,0.0,26.46,49.14,0.0,0.0,98.28,49.14,49.14,0.0,6,Typ,1,1,3,1,Du,0,KeineKamine,GasWO,Du,J,SLSRo,0.0,2.16,0.0,0.0,0.0,0.0,KeinPool,KeinZaun,CarPort,1980.0,NAu,1.0,25.74,Du,Du,J,Keine,0.0,4,2016,GarK,Abnormal,60350.0
81,WN,Höchst,Norm,Norm,20,1Fam,1Sto,1981,2016,4,7,EGWA,810.0,Reg,Ebn,San,2St,18.0,Pfla,BetonSte,Kein,0.0,Vinyl,Vinyl,Giebel,VerbSch,Du,Gu,Ty,Ty,Ke,DWR,21.6,NAu,0.0,56.16,77.76,0.0,0.0,77.76,77.76,0.0,0.0,5,Typ,1,0,3,1,Du,0,KeineKamine,GasWO,Gu,J,SLSRo,18.0,0.0,0.0,0.0,0.0,0.0,KeinPool,GuHol,Abgetr,1996.0,NAu,2.0,51.84,Du,Du,J,Keine,0.0,7,2019,GarK,Normal,110500.0
